source	date	quote	quote_lemmatized	values	values_minimal
2	20150503	Auch Großbritannien will jetzt Schiffe in das Gebiet entsenden. Ministerpräsident David Cameron hatte dies vergangene Woche beim Flüchtlingsgipfel angekündigt.	Großbritannien Schiff Gebiet entsenden Ministerpräsident David Cameron vergangen Woche Flüchtlingsgipfel ankündigen 	['100', '111', '500', '501']	{'5', '1'}
2	20150618	Einst eine französische Schule, wurde das Gebäude vor Kurzem vom Berliner Landesamt für Gesundheit und Soziales in eine Erstaufnahmeeinrichtung für Flüchtlinge umgewandelt. Für den 56-Jährigen, der im Wohnblock direkt gegenüber wohnt, ist das ein Ärgernis.	einst französisch Schule Gebäude Kurzem Berliner Landesamt Gesundheit soziale Erstaufnahmeeinrichtung Flüchtling umwandeln 56-Jährigen Wohnblock direkt gegenüber wohnen Ärgernis 	['200', '201', '202']	{'2'}
2	20150618	"""Der müsste einfach nur mal Kontakt aufnehmen, dann würde er merken, dass das auch Menschen sind"" , sagt die Rentnerin mit dem kinnlangen grauen Haar."	müsster einfach mal Kontakt aufnehmen merken Mensch sagen Rentnerin kinnlang grau Haar 	['700', '705']	{'7'}
2	20150618	"Mitentscheiden aber, das dürften sie nicht. Sonst würden sie die dringend benötigte Flüchtlingsunterkunft in der Nachbarschaft vermutlich verhindern.  ""Hier ist es Aufgabe von Politik und Verwaltung zu entscheiden"" , sagt Höhne fest. "	mitentscheiden dürfen dringend benötigt Flüchtlingsunterkunft Nachbarschaft vermutlich verhindern   Aufgabe Politik Verwaltung entscheiden sagen Höhne fest 	['800', '899']	{'8'}
2	20150618	"Die Musiker wollen ein  ""Zeichen für Mitmenschlichkeit setzen"" , sagte Biller."	Musiker   Zeichen Mitmenschlichkeit setzen sagen Biller 	['700', '702', '705']	{'7'}
2	20150112	Damals gab Bundesaußenminister Frank-Walter Steinmeier bekannt, dass sich Deutschland mit zusätzlichen 500 Millionen Euro beteiligen würde – ein Tropfen auf dem heißen Stein.	damals geben Bundesaußenminister Frank-Walter Steinmeier bekannt Deutschland zusätzlich Million Euro beteiligen Tropfen heiß Stein 	['500', '502', '800', '805']	{'8', '5'}
2	20150812	"Unter dem Motto  ""Tag der deutschen Patrioten""  plant ein Netzwerk von Rechtsextremen und Hooligans, am 12. September gegen  ""Überfremdung"" ,  ""Islamisierung"" , den Euro und die EU durch Hamburgs Innenstadt zu marschieren."	Motto   Tag deutsch Patriote   planen Netzwerk rechtsextreme Hooligan September   Überfremdung   Islamisierung Euro EU Hamburg Innenstadt marschieren 	['700', '711']	{'7'}
2	20150812	"Unter dem Motto  ""Tag der deutschen Patrioten""  plant ein Netzwerk von Rechtsextremen und Hooligans, am 12. September gegen  ""Überfremdung"" ,  ""Islamisierung"" , den Euro und die EU durch Hamburgs Innenstadt zu marschieren."	Motto   Tag deutsch Patriote   planen Netzwerk rechtsextreme Hooligan September   Überfremdung   Islamisierung Euro EU Hamburg Innenstadt marschieren 	['700', '703']	{'7'}
2	20150618	" ""Es ist notwendig, dass die Flüchtlingsunterkunft da ist"" , sagt Jennich später in seinem Wohnzimmer im vierten Stock des gegenüberliegenden Blocks."	  notwendig Flüchtlingsunterkunft sagen Jennich spät Wohnzimmer vierter Stock gegenüberliegend Block 	['200', '202']	{'2'}
2	20150618	Irgendwo müssten die eben hin.	irgendwo müssten eben 	['200', '202']	{'2'}
2	20150821	" Ihr Land wolle  ""die Möglichkeit haben, unsere Solidarität selbst zu zeigen, ohne dazu gezwungen zu werden"""	  Land   Möglichkeit Solidarität zeigen zwingen 	['500', '501']	{'5'}
2	20150618	"Budapests Entscheidung scheint jedoch unumstößlich zu sein.  ""Die Regierung hat Innenminister Sandor Pinter angewiesen, bis zum kommenden Mittwoch die Abriegelung der ungarisch-serbischen Grenze vorzubereiten"" , erklärte Außenminister Peter Szijjarto."	Budapest Entscheidung scheinen jedoch unumstößlich   Regierung Innenminister Sandor Pinter angewiesen kommend Mittwoch Abriegelung ungarisch-serbisch Grenze vorbereiten erklären Außenminister Peter Szijjarto 	['100', '104']	{'1'}
2	20150618	 Die Ankündigung Budapests, einen Zaun an der Grenze zu Serbien errichten zu wollen, löst in Belgrad Empörung aus.	  Ankündigung Budapest Zaun Grenze Serbien errichten lösen Belgrad Empörung 	['100', '107']	{'1'}
2	20150618	Und die müssten mit allen Mitteln daran gehindert werden, ins Land zu kommen.	Müsst Mittel daran hindern Land kommen 	['100', '104']	{'1'}
2	20150618	"Den Asylbeschluss von 1993 nannte er einen  ""hässlichen, herzlosen Fleck""  in der Verfassung, von dem er hoffe, dass er spätestens zum nächsten runden Jubiläum verschwunden sein werde."	Asylbeschluss nennen   hässlich herzlos Fleck   Verfassung hoffen spätestens nächster rund Jubiläum verschwinden 	['100', '110', '900']	{'9', '1'}
2	20150618	Bejubelt wurde die Ankündigung bei der neuen rechten Fraktion im EU-Parlament, in der französische Le-Pen-Anhänger mit gleichgesinnten Parteien aus ganz Europa eine gemeinsame Politik formulieren wollen.	Bejubelt Ankündigung neu rechter Fraktion EU-Parlament französisch Le-Pen-Anhänger gleichgesinnt Partei ganz Europa gemeinsam Politik formulieren 	['100', '107']	{'1'}
2	20150821	"""Die Regierung muss dafür sorgen, dass Asylbewerber, deren Anträge abgewiesen wurden, zurück in ihre Heimat gebracht werden"" , sagte CDU-Fraktionschef Mike Mohring dem MDR."	Regierung dafür sorgen Asylbewerber Antrag abweisen zurück Heimat bringen sagen CDU-Fraktionschef Mike Mohring MDR 	['200', '207']	{'2'}
2	20150618	Entsetzen und Zustimmung hat die Nachricht in Europa ausgelöst, Ungarn wolle einen vier Meter hohen Drahtzaun an der 176 Kilometer langen Grenze zu Serbien installieren,	entsetzen Zustimmung Nachricht Europa auslösen Ungarn vier Meter hoch Drahtzaun Kilometer lang Grenze Serbien installieren 	['100', '107']	{'1'}
2	20150821	"Die Ereignisse zeigen, dass die Überbelegung der Erstaufnahmestellen dringend beseitigt werden muss, damit soziale Spannungen verringert werden"" "	Ereignis zeigen Überbelegung Erstaufnahmestell dringend beseitigen sozial Spannung verringern 	['200', '204']	{'2'}
2	20150618	"""Die Lösung ist nicht, Mauern zu errichten."	Lösung Mauer errichten 	['100', '107']	{'1'}
2	20151214	Für den Umbau der Unterkünfte will Schwesig den Kommunen über die staatliche Förderbank KfW bis zu 200 Millionen Euro an günstigen Krediten zur Verfügung stellen.	Umbau Unterkunft Schwesig Kommune staatlich Förderbank KfW Million Euro günstig Kredit Verfügung stellen 	['800', '805']	{'8'}
2	20151213	Zudem sollen in Kooperation mit der Kinderschutzorganisation Unicef Mitarbeiter geschult werden, um sexuelle Übergriffe gegen Frauen und Kindern schneller zu erkennen.	zudem sollen Kooperation Kinderschutzorganisation Unicef Mitarbeiter schulen sexuell Übergriff Frau Kind schnell erkennen 	['400', '402', '800', '814', '815']	{'4', '8'}
2	20151214	Die Bundesregierung will mit einem neuen Konzept Frauen und Kinder in Flüchtlingsunterkünften besser vor Übergriffen schützen.	Bundesregierung neu Konzept Frau Kind Flüchtlingsunterkünft gut Übergriff schützen 	['400', '402', '800', '814', '815']	{'4', '8'}
2	20151213	Unterkünfte sollen mit Spiel- und Schutzräumen für Kinder sowie mit getrennten Sanitäranlagen für Frauen und Männer ausgestattet werden.	Unterkunft sollen Spiel Schutzräume Kind sowie getrennt Sanitäranlag Frau Mann ausstatten 	['400', '402', '800', '814', '815']	{'4', '8'}
2	20150821	Die Organisation hatte die Zustände in Suhl und anderen Erstaufnahmelagern schon vor Wochen kritisiert. Sie fordert die Landesregierung auf, die Kapazitäten zu erhöhen und Flüchtlingen zu erlauben, bei Bekannten unterzukommen.	Organisation Zustand Suhl Erstaufnahmelagern schon Woche kritisieren fordern Landesregierung Kapazität erhöhen Flüchtling erlauben bekannte unterzukommen 	['200', '204', '206']	{'2'}
2	20150821	"Ramelow schlug außerdem vor, Menschen verschiedener Ethnien  ""zumindest dann nicht auf engstem Raum zusammenzulegen"" , wenn ansonsten religiöse oder kulturelle Konflikte drohten."	Ramelow schlagen außerdem Mensch verschieden Ethnien   zumindest engst Raum sammenzulegen ansonsten religiös kulturell Konflikt drohen 	['200', '203']	{'2'}
2	20151129	Özoguz gegen Integrationsverpflichtung	Özoguz Integrationsverpflichtung 	['300', '303']	{'3'}
2	20150821	Die Kommunen müssen und sollen die Flüchtlinge willkommen heißen und aufnehmen, behausen und verköstigen, die Sprache lehren und die staatliche wie private Umgebung verständlich machen und vieles mehr.	Kommune müssen sollen Flüchtling willkommen heißen aufnehmen Behausen Verköstig Sprache lehren staatlich privat Umgebung verständlich viele mehr 	['300', '302', '309', '700', '705']	{'7', '3'}
2	20150812	Anstatt aufgrund der zahlreichen Kriege eine menschenwürdige Flüchtlingspolitik aufzubauen, werden mit immer mehr Geldern immer mehr Hindernisse zur Abwehr errichtet.	anstatt aufgrund zahlreich Krieg menschenwürdig Flüchtlingspolitik aufbauen immer mehr Geld immer mehr Hindernis Abwehr errichten 	['700', '702']	{'7'}
2	20150821	Das Geld müsste von der Gesamtheit der Steuerzahler kommen, also vom Bund.	Geld müssten Gesamtheit Steuerzahler kommen Bund 	['800', '805']	{'8'}
2	20150807	In ihren Abwehrbemühungen schreckt die EU auch nicht davor zurück, autoritäre, diktatorische Regime wie Eritrea, Sudan, Südsudan und Ägypten in das europäische Grenzmanagement einzubinden. Damit wird Menschenrechtsverletzungen in Transit- und Herkunftsländern Vorschub geleistet.	Abwehrbemühung schrecken EU davor zurück autoritär diktatorisch Regime Eritrea Sudan Südsudan Ägypten europäisch Grenzmanagement einbinden Menschenrechtsverletzung Transit Herkunftsland Vorschub leisten 	['100', '101']	{'1'}
2	20150807	 Anstatt den Flüchtenden zu helfen, sollen Schlepper und Schleuser bekämpft werden, die für die an den Küsten Nordafrikas Gestrandeten aber die einzige Möglichkeit bieten, überhaupt über das Meer zu kommen.	  anstatt flüchtend helfen sollen Schlepper Schleuser bekämpfen Küste Nordafrika Gestrandet einzig Möglichkeit bieten überhaupt Meer kommen 	['100', '109']	{'1'}
2	20150812	"Stimmungsmache und Stigmatisierung einiger, vor allem deutscher Politiker, die vor  ""Sozialschmarotzern""  warnen und gleich Abschiebelager errichten wollen, sollte endlich ein Riegel vorgeschoben werden, damit rechte Gruppen nicht länger dazu ermutigt werden, gegen Flüchtlingsheime vorzugehen"	Stimmungsmache Stigmatisierung deutsch Politiker   Sozialschmarotzern   warnen gleich Abschiebelager errichten sollen endlich Riegel vorschieben recht Gruppe lang ermutigen Flüchtlingsheime vorgehen 	['700', '709']	{'7'}
2	20150812	Die immensen Kosten für die Abwehrmaßnahmen könnten für eine menschenwürdige Versorgung der Flüchtenden besser genutzt werden.	immens Kosten Abwehrmaßnahmen menschenwürdig Versorgung flüchtend gut nutzen 	['300', '309']	{'3'}
2	20150812	Die immensen Kosten für die Abwehrmaßnahmen könnten für eine menschenwürdige Versorgung der Flüchtenden besser genutzt werden.	immens Kosten Abwehrmaßnahmen menschenwürdig Versorgung flüchtend gut nutzen 	['100', '104']	{'1'}
2	20150511	Die EU will ein UN-Mandat, um die Schlepperbanden in Libyen mit militärischer Gewalt angreifen zu können.	EU UN-Mandat Schlepperbande Libyen militärisch Gewalt angreifen 	['100', '109', '500', '502', '508']	{'5', '1'}
2	20150511	Die EU-Außenbeauftragte Federica Mogherini hat am Montag beim UN-Sicherheitsrat über die europäischen Pläne zur Schlepperbekämpfung gesprochen.	EU-Außenbeauftragte Federica Mogherini Montag UN-Sicherheitsrat europäisch Plan Schlepperbekämpfung sprechen 	['100', '109']	{'1'}
2	20151214	"Im kurz vor knapp vorgelegten Vorstandspapier hat man nun statt einer Obergrenze für Flüchtlinge  ""eine spürbare Verringerung""  festgeschrieben."	kurz knapp vorgelegt Vorstandspapier statt Obergrenze Flüchtling   spürbar Verringerung   festschreiben 	['100', '102']	{'1'}
2	20150123	"Wenn sie Merkel wäre? Würde sie Bürokratie und  ""das ganze Quadratische""  abbauen."	Merkel Bürokratie   ganz Quadratische   abbauen 	['800', '807']	{'8'}
2	20150123	"Die bräuchten doch ein Dach."""	bräuchn Dach 	['300', '309']	{'3'}
2	20150812	Anstatt aufgrund der zahlreichen Kriege eine menschenwürdige Flüchtlingspolitik aufzubauen, werden mit immer mehr Geldern immer mehr Hindernisse zur Abwehr errichtet.	anstatt aufgrund zahlreich Krieg menschenwürdig Flüchtlingspolitik aufbauen immer mehr Geld immer mehr Hindernis Abwehr errichten 	['100', '104']	{'1'}
2	20151120	Zuerst suchte CSU-Chef Horst Seehofer am Freitag die offene Konfrontation in der Flüchtlingspolitik mit Angela Merkel und griff die Kanzlerin auf dem Parteitag der CSU in München auf offener Bühne an.	zuerst suchen CSU-Chef Horst Seehofer Freitag offen Konfrontation Flüchtlingspolitik Angela Merkel greifen Kanzlerin Parteitag CSU München offen Bühne 	['100', '190']	{'1'}
2	20150301	" Linke Aktivisten verhinderten die Abschiebung mit einer Demonstration vor Dervisas Flüchtlingsunterkunft, die  ""Aufforderung zur Ausreise""  bleibt aber bestehen."	  link Aktivist verhindern Abschiebung Demonstration Dervisa Flüchtlingsunterkunft   Aufforderung Ausreis   bleiben bestehen 	['200', '207']	{'2'}
2	20151122	"In der Asylpolitik rückte die Basis von den durch die Grünen in den Ländern mitgetragenen  ""sicheren Herkunftsländern""  ab."	Asylpolitik rücken Basis grüne Land mitgetragenen   sicher Herkunftsland   ab 	['500', '504']	{'5'}
2	20150213	Deutschland will kosovarische Flüchtlinge rascher abfertigen,	Deutschland kosovarisch Flüchtling rasch abfertigen 	['800', '812']	{'8'}
2	20151222	Die Bundesregierung solle sich stattdessen mit aller Kraft für eine Befriedung des Konflikts einsetzen.	Bundesregierung sollen stattdessen Kraft Befriedung Konflikt einsetzen 	['900']	{'9'}
2	20151222	"""Es muss einen sofortigen Stopp aller Rüstungsexporte in die Türkei geben,"	sofortig Stopp Rüstungsexport Türkei geben 	['900']	{'9'}
2	20151222	"Sie erwarte von der schwarz-roten Koalition  ""ein klares Signal gegen den politischen Kurs von Erdoğan"" ."	erwarten schwarz-rot Koalition   klar Signal politisch Kurs Erdoğan 	['900']	{'9'}
2	20151222	"Die Bundesregierung dürfe nicht länger das  ""System Erdoğan""  protegieren."	Bundesregierung dürfen lang   System Erdoğan   protegieren 	['900']	{'9'}
2	20150406	Tröglitzer kündigen an, Privatwohnungen für die Flüchtlinge zur Verfügung zu stellen; in der Kirchengemeinde überlegen Frauen, welches Ausflugsprogramm sie den Flüchtlingen anbieten wollen.	Tröglitzer kündigen Privatwohnung Flüchtling Verfügung stellen Kirchengemeinde überleg Frau Ausflugsprogramm Flüchtling anbieten 	['200', '206', '300', '301']	{'3', '2'}
2	20150406	"An der Forderung, keine  ""Wirtschaftsflüchtlinge""  ins Dorf zu holen, hält er fest."	Forderung   Wirtschaftsflüchtlinge   Dorf holen halten fest 	['200', '202']	{'2'}
2	20150404	In der Nacht zum Ostersamstag zündeten Unbekannte eine fast bezugsfertige Flüchtlingsunterkunft für 40 Asylbewerber an.	Nacht Ostersamstag zünden unbekannte fast bezugsfertig Flüchtlingsunterkunft Asylbewerber 	['400', '401']	{'4'}
2	20150511	Großbritannien ist das EU-Land, das sich am vehementesten gegen die Aufnahme von Flüchtlingen nach einer Quotenregelung sträubt.	Großbritannien EU-Land vehement Aufnahme Flüchtling Quotenregelung sträuben 	['500', '501']	{'5'}
2	20150511	"Eine Zustimmung sei  ""lange nicht in Sicht"" , sagte sie, schließlich gehe es  ""nicht darum, Europa zu schützen, sondern die Flüchtlinge"" ."	Zustimmung   lange Sicht sagen schließlich gehen   darum Europa schützen Flüchtling 	['400', '402']	{'4'}
2	20150511	Die EU möchte mit allen Mitteln gegen Flüchtlings-Schlepper vorgehen – auch mit Gewalt.	EU möchten Mittel Flüchtlings-Schlepper vorgehen Gewalt 	['100', '106', '109']	{'1'}
2	20150511	Laut Presseberichten wollen die Briten Kampfhubschrauber einsetzen, die die Schlepperboote vor oder an der Küste Libyens zerstören sollen, noch bevor sie Flüchtlinge aufnehmen.	laut Pressebericht Brite Kampfhubschrauber einsetzen Schlepperboot Küste Libyen zerstören sollen bevor Flüchtling aufnehmen 	['100', '109', '500', '508']	{'5', '1'}
2	20150511	Die Nato erklärte sich zur Hilfe bereit.	Nato erklären Hilfe bereit 	['100', '109', '500', '508']	{'5', '1'}
2	20150511	" Klar war nur, dass sich Mogherini auf einen britischen Resolutionsentwurf stützen will. Der sieht vor,  ""alle Mittel zu nutzen, um das Geschäftsmodell der Schmuggler zu zerstören""  – einschließlich militärischer Gewalt."	  klar Mogherini britisch Resolutionsentwurf stützen sehen   Mittel nutzen Geschäftsmodell Schmuggler zerstören   einschließlich militärisch Gewalt 	['100', '109', '500', '508']	{'5', '1'}
2	20150508	Der amerikanische Nato-Botschafter Douglas E. Lute hatte schon am Freitag angedeutet, dass amerikanische Nato-Kräfte mit Aufklärungskapazitäten dabei sein könnten.	amerikanisch Nato-Botschafter Douglas E. Lute schon Freitag andeuten amerikanisch Nato-Kräft Aufklärungskapazität dabei 	['100', '109', '500', '508']	{'5', '1'}
